respondent_id,h1n1_vaccine,seasonal_vaccine
26873,0.14331347803503214,0.8593192139316255
26874,0.06134479661727986,0.1613532368895056
26875,0.5898935006336298,0.9265946758496298
26876,0.04351465421587807,0.03325281408617413
26877,0.06953830395156091,0.13954353994611518
26878,0.2594188415566419,0.47541945473258185
26879,0.01273903339890425,0.02498456645264544
26880,0.06521135955425826,0.1866224040307754
26881,0.032073587622154225,0.12282210455140491
26882,0.04258110027108035,0.12631241643140276
26883,0.08204603573265815,0.30349029653951326
26884,0.06692569828317102,0.14506868333294637
26885,0.2036833455311053,0.830758757865242
26886,0.07708665890571831,0.7033453923067771
26887,0.6619336318135901,0.8831503850120346
26888,0.8830534020709219,0.9385601306118388
26889,0.05099003150345394,0.1274467086718284
26890,0.1298054692149105,0.4865101201199932
26891,0.3458941968029227,0.50814294214355
26892,0.14180011603656711,0.8222135216448473
26893,0.06638893565155887,0.20883436040651393
26894,0.12937720083846457,0.24283935273077512
26895,0.08925360671893497,0.8456545712364884
26896,0.05002841636937985,0.07760839778308132
26897,0.0510260980783026,0.3515814943784945
26898,0.21336517018017112,0.5860170511227711
26899,0.06981431799358433,0.10035150286370466
26900,0.12442420528436948,0.34587384986761055
26901,0.008809957205489298,0.2779393275538156
26902,0.19524981222123716,0.9411104215911302
26903,0.2503473391181863,0.09540843193411411
26904,0.06025241103629508,0.39302870194403267
26905,0.32475005593302686,0.7685686505070966
26906,0.07276371396239703,0.31591271680733585
26907,0.01377229405106873,0.5611883820673009
26908,0.1204354633648109,0.7132399010838142
26909,0.08394272576191834,0.3051096114524294
26910,0.10709976603239262,0.26134542188675863
26911,0.07796730913993695,0.1372289060351515
26912,0.48684156328009287,0.9474462039954359
26913,0.7765821688581162,0.8708820583733922
26914,0.08358501521849657,0.1812303983439947
26915,0.13671561971686996,0.7231784260759829
26916,0.07499616501508036,0.2976103963318244
26917,0.00735831209441584,0.017855039015635326
26918,0.6889656458540189,0.9155642595314651
26919,0.28374217211185854,0.5592181809845894
26920,0.045171112284865055,0.17642610072121523
26921,0.14349183530594983,0.8724697420303109
26922,0.05555981586618272,0.7499590357506065
26923,0.0829092500362026,0.48469539445762183
26924,0.6640072335134912,0.8709303621616271
26925,0.1199754104521291,0.5215395520243306
26926,0.5763550498452128,0.39018052469677783
26927,0.2690319573349939,0.5787583128555494
26928,0.05004413109081307,0.44376656302122264
26929,0.0760330742888228,0.1270870523858999
26930,0.7800618960161827,0.9425910871810507
26931,0.11394342881457101,0.4413728448329752
26932,0.04814620010652755,0.8275819549774922
26933,0.08847831496861618,0.7830642408933843
26934,0.5143988233593414,0.6982146961331606
26935,0.1444494171852264,0.5266539983692853
26936,0.5562137616467583,0.3498514135626877
26937,0.2590059201725839,0.6917826454415245
26938,0.07032484319255759,0.04386695623943693
26939,0.022138687452202044,0.02204631253350011
26940,0.10117158474977522,0.22092053150453897
26941,0.0485916654094915,0.33854834881698354
26942,0.6030864643016345,0.8630175969752432
26943,0.14100136194005727,0.6742316686452229
26944,0.0967884213899455,0.2143727266424286
26945,0.13683453646874805,0.5833000931822993
26946,0.1398439029075473,0.768982288843323
26947,0.13703593280117493,0.47657690758131827
26948,0.018806273914181305,0.0698024299330745
26949,0.01838657249182688,0.04589343349078337
26950,0.03572666769276979,0.44822640237242317
26951,0.08140262330955317,0.33594147924312245
26952,0.8487377373045145,0.9380294940537971
26953,0.7338056865825591,0.9609617823414726
26954,0.060398480462155166,0.16771760574419162
26955,0.16231748168737123,0.6003066980620929
26956,0.1281029142273074,0.27057323220734625
26957,0.030586134659331656,0.8874704392577224
26958,0.2839160096403317,0.7242945182419405
26959,0.03397530269244099,0.17567202899390594
26960,0.035438072681942843,0.045128955517129955
26961,0.17556591590986248,0.4864881108991259
26962,0.16519172393155782,0.8921313350071215
26963,0.14017297126352063,0.2594850380662393
26964,0.107858334505489,0.21804438492815797
26965,0.8272157506080223,0.9592564164495846
26966,0.012322449852289032,0.02121029229230652
26967,0.14719672611310894,0.3711755739570282
26968,0.03631639663015501,0.7478004910136964
26969,0.03639445552519327,0.20142464101343358
26970,0.6997080712325333,0.41816082201461197
26971,0.08641959040921701,0.32455256839071767
26972,0.006806203577560233,0.01839695461401453
26973,0.050772810098070345,0.10774375917044865
26974,0.10907726253410371,0.3346170385092455
26975,0.06191271234145955,0.5837175567331535
26976,0.827109351004847,0.4873610655359133
26977,0.04828812701212018,0.2846394140415559
26978,0.027091881992937113,0.7559306811265006
26979,0.3364148166142854,0.6582962856597432
26980,0.05323031116295602,0.1401521333270709
26981,0.05298441420840363,0.25407896561734505
26982,0.6335246392137606,0.8666512957094575
26983,0.1319562306075168,0.4961346911179705
26984,0.0895642460923697,0.1465486474428425
26985,0.027111173150007415,0.11802779868021258
26986,0.19120774687029063,0.6140388996458422
26987,0.06424946996742013,0.16150310501029713
26988,0.03275389643855557,0.1488621530878934
26989,0.30868288029279983,0.791530598427062
26990,0.012475531601251975,0.06076907110664447
26991,0.32458282902702795,0.5066226160344942
26992,0.27559356213856323,0.46239801564785393
26993,0.15174903063995945,0.8234425686343565
26994,0.16389233262087363,0.3780631515578565
26995,0.14992261135868407,0.4893693693418046
26996,0.32095051799362756,0.38008355553607753
26997,0.02174884001688043,0.08444305343310239
26998,0.061740413132602576,0.09590313833780255
26999,0.36104649282101664,0.45408850457932354
27000,0.13586339261365213,0.3539142989669817
27001,0.04136095068865496,0.7204221974332304
27002,0.012194863183346047,0.271281754471593
27003,0.024357966847949657,0.05321357751741341
27004,0.10144740304927818,0.23673177057750716
27005,0.3172073144370945,0.6793366588942535
27006,0.8061764102352127,0.9121699766572943
27007,0.07601134422986325,0.18837822208733568
27008,0.043445056229034426,0.04660306123694125
27009,0.0689076039038006,0.23131553911562205
27010,0.10201164623862441,0.201606983410091
27011,0.13280534546942852,0.1966059381266705
27012,0.4006622523892006,0.6750295285989544
27013,0.11884412304595086,0.3863655292994797
27014,0.03493247763056505,0.30509991744953235
27015,0.06929284300566235,0.16359001674494505
27016,0.13669022021211868,0.38220165162242975
27017,0.4469172635091079,0.7908054436682325
27018,0.11412534954040875,0.3014478813878781
27019,0.882774818058839,0.9661105519320473
27020,0.18999044864304532,0.2289797873570195
27021,0.15759814762365454,0.5635048154011634
27022,0.16550816332268425,0.2731514474871811
27023,0.1657870034589047,0.18682988728373048
27024,0.08752688622862892,0.34614740715326314
27025,0.05159892776430097,0.0256277423588858
27026,0.12421208565241112,0.5020792769050639
27027,0.0818971121827964,0.6849718421743884
27028,0.32557674234948725,0.8299603986706874
27029,0.06009111358818486,0.23558253951937266
27030,0.16465720915789356,0.2424509214496392
27031,0.18820853936712428,0.8293174469795112
27032,0.2049939649151455,0.4872215327122483
27033,0.2855454149042425,0.7096671633401297
27034,0.0075134437284998055,0.5326896565241851
27035,0.12455279306682544,0.28829125316390314
27036,0.2137529409407874,0.6832488004547379
27037,0.5597445083993977,0.7204562487208025
27038,0.04894581661083218,0.02939944260384065
27039,0.727593768924386,0.907263991164382
27040,0.14106412452016748,0.10192929415812137
27041,0.12305113078630421,0.5276990827100434
27042,0.08917112145782712,0.7073295907813679
27043,0.5528339723578717,0.8444539644519878
27044,0.010236260515349536,0.03447847825154561
27045,0.1625450222891553,0.6503819312734556
27046,0.05730079886062974,0.10755622552603253
27047,0.5074154072282838,0.31873419806839937
27048,0.17517937074398343,0.33357020986023206
27049,0.3248046426721467,0.9240812728027578
27050,0.04299086036258858,0.508150215367688
27051,0.12540707655276412,0.2770816580669708
27052,0.10618660821121356,0.3317091969809393
27053,0.8813479862056234,0.9653144436580098
27054,0.039324938474647714,0.10502559501812847
27055,0.08923875670988697,0.8575120982620095
27056,0.02773057957825219,0.05926447642426452
27057,0.034251613785568215,0.04791912565536757
27058,0.8440322249140532,0.9493647212483437
27059,0.0644429660944814,0.26134987575436114
27060,0.025867532372059413,0.3729478301276706
27061,0.10252420636664517,0.5435338965882547
27062,0.057684020936240636,0.4045779664446077
27063,0.0828906783036729,0.6427234624964332
27064,0.17077030465763335,0.558185513368687
27065,0.0532584084201734,0.22179931514131196
27066,0.06048321943390995,0.6647744273839876
27067,0.3503621274035432,0.6471163788086395
27068,0.8654093865026813,0.9410852696296601
27069,0.5291454523487827,0.9284700947120347
27070,0.06722409734803213,0.13702336541729662
27071,0.05156720264271504,0.08456565848830756
27072,0.09587941355742557,0.7259351133937205
27073,0.02856951148752619,0.8283947943025322
27074,0.04711161834103327,0.3231068345401907
27075,0.7234234950871282,0.8625729162533514
27076,0.601062572044841,0.7718150386836393
27077,0.04165407413862696,0.09547805941615879
27078,0.3051398906856204,0.8771380498442867
27079,0.2970122449027561,0.9375654541766103
27080,0.06607318910549226,0.23865431887930155
27081,0.018607353061373517,0.6983789783979079
27082,0.23977394454615117,0.4513310318598432
27083,0.05305937556819074,0.19325109823265815
27084,0.876303978388775,0.6584776110066787
27085,0.03863641863262025,0.015660158303244652
27086,0.05750555857689583,0.06291321591163318
27087,0.17138812367673628,0.25965936687795477
27088,0.20673478566540113,0.7868017142301568
27089,0.19261828127168001,0.2638537727192804
27090,0.2313742948239163,0.4848348055780825
27091,0.5311823982360406,0.10486946692034141
27092,0.08355272163387083,0.27770733017422966
27093,0.1963868168514502,0.2868194408998433
27094,0.007664441714571055,0.04013257579575203
27095,0.06113527284139086,0.4561298280937918
27096,0.024550357514718443,0.23074418523477883
27097,0.6028646131149256,0.7083327052086168
27098,0.6387487816693624,0.8855529023841816
27099,0.14441113846531745,0.4631823997334445
27100,0.06186057287810792,0.7104341644011716
27101,0.08883074973142349,0.6561590976561698
27102,0.0864240402488957,0.8606432260292617
27103,0.02408807786733496,0.11744232789462329
27104,0.2927293351064955,0.5296036469804456
27105,0.04742312557771102,0.46273805891438224
27106,0.5936562662945927,0.8722322662033706
27107,0.42293900273355556,0.7109889454528998
27108,0.0882332053216906,0.25863363281967916
27109,0.09165217027050195,0.2855599786135527
27110,0.12790251700213298,0.5539920287780743
27111,0.044148787483914896,0.34326854569334475
27112,0.2481109633794671,0.5942481671223436
27113,0.10470538922844858,0.3624538718881151
27114,0.07332327546784728,0.15818612248692981
27115,0.6324287437028405,0.8888075439084702
27116,0.16229208310915125,0.8984610769776075
27117,0.06853852729538121,0.11351554434720704
27118,0.13174537871112302,0.5057573559988545
27119,0.06273510658440984,0.3848251403710502
27120,0.32678213198440154,0.9745286563563926
27121,0.017605404215069072,0.7563815819546801
27122,0.059395830372353756,0.25796922128655964
27123,0.0520454268686954,0.07870551380858151
27124,0.04892113421528063,0.09789302800473966
27125,0.03375356049832634,0.08255158097186098
27126,0.40754889879922396,0.09910598575448018
27127,0.0907381384654372,0.15847207467781682
27128,0.18837800149916611,0.5931727957611709
27129,0.5560062335861374,0.6281991429755582
27130,0.1428792759855979,0.3243316339409024
27131,0.051059339455978944,0.06525359231290004
27132,0.5093341328570821,0.9102366877318744
27133,0.11356022574664516,0.5820459782873412
27134,0.6203017793537763,0.8861752825728706
27135,0.18882968723328417,0.5716415937002147
27136,0.07296703509517206,0.44273712392717557
27137,0.07148663186214155,0.247635285082476
27138,0.1698349157558599,0.5699173700059879
27139,0.1215684924674869,0.11819302336377294
27140,0.886633312557471,0.9322494144585745
27141,0.6302612018570537,0.8509133916655325
27142,0.07044981636434228,0.29566670938878137
27143,0.23365082127049508,0.48102603847118186
27144,0.06256802914925036,0.04515125409884194
27145,0.5410117122780245,0.7028684374746749
27146,0.0540754711326009,0.9282779497373255
27147,0.055155957660503595,0.24931009601109919
27148,0.24389017305801736,0.29569164258105546
27149,0.2736395533484203,0.1607813203771736
27150,0.6815713861323033,0.977274682011734
27151,0.13652948045659202,0.7119496972907119
27152,0.035595163099502405,0.3135005615970511
27153,0.21343492170545528,0.747826818611932
27154,0.8017827950395109,0.9379328073045083
27155,0.17455542411373326,0.6407006480139976
27156,0.014906442955836714,0.2918613761233561
27157,0.014020011653322544,0.5209292481374845
27158,0.07382144468710644,0.3538803209777636
27159,0.048079659049154205,0.19910357293706446
27160,0.24187679705660367,0.2776547633626576
27161,0.24508889239597348,0.45140970683757514
27162,0.20621540099136348,0.9460099701561535
27163,0.7015035704625386,0.5801075082256012
27164,0.19437821416355483,0.09395911593152727
27165,0.4701528870005144,0.5584111045021204
27166,0.06313966842683477,0.11911303722207879
27167,0.11880854501010044,0.47006610336635435
27168,0.1624315094735453,0.7579291011864535
27169,0.39552038299407705,0.6477637762777515
27170,0.3452988689194957,0.8217861137129565
27171,0.05106461634963878,0.307488192657435
27172,0.050279074833500415,0.8417003751355066
27173,0.2750713635249785,0.6263199288201731
27174,0.056448450289872804,0.11902297018736566
27175,0.06613547899880678,0.1807713687396406
27176,0.4941888372434352,0.9282848267656018
27177,0.7837686584757187,0.9478048693313122
27178,0.14613660995469976,0.4341965206916284
27179,0.0850754301184179,0.23964169195237808
27180,0.25266466613867056,0.2982674317738955
27181,0.03209238954959464,0.7992229548900076
27182,0.6782938886746833,0.9207043084149918
27183,0.04171179010382371,0.504713337111286
27184,0.03694176735492822,0.3813918822072992
27185,0.4751463986709772,0.7709974351722032
27186,0.15842148671594025,0.6590298970363719
27187,0.10693483590187118,0.15960753839193045
27188,0.057074424159107996,0.41573558422107293
27189,0.08577573165763167,0.5121262389350806
27190,0.45714596265991897,0.7832078430869878
27191,0.17372987555850922,0.96436276104046
27192,0.5615566493921278,0.81704479775553
27193,0.019576234125916473,0.1821508410271553
27194,0.14144499649395148,0.4309701180745985
27195,0.046839693099545665,0.1685137176651613
27196,0.26343211125103383,0.28315303462287517
27197,0.08127829239595032,0.7513327121400283
27198,0.9376286477620798,0.9898061759158004
27199,0.029066224351760327,0.09582349928762615
27200,0.2649542906925848,0.7040521558087679
27201,0.7249753749942084,0.9293251678202885
27202,0.0815569624410094,0.04263105171994453
27203,0.058048825774646255,0.13040935391151343
27204,0.03680582695702432,0.1015348227743649
27205,0.07423545053270446,0.22452410768778885
27206,0.12549128085696748,0.2008491758270815
27207,0.05600591038510355,0.11758104809680407
27208,0.7919423907826004,0.6828785020055413
27209,0.11214867970922283,0.19055049345106878
27210,0.3026707551990551,0.38632996645690926
27211,0.1332755140935964,0.290144017958249
27212,0.5276534137183533,0.9303009060191899
27213,0.4563647630126504,0.5796692014962234
27214,0.0239121972655839,0.07229340373860926
27215,0.12434669066814345,0.7257899147911109
27216,0.10256446492778498,0.8925826218714394
27217,0.07262207220735509,0.14719652170062708
27218,0.689887161752915,0.947965518164087
27219,0.38149630492870035,0.5722673373984658
27220,0.1464133104788037,0.40832229620574867
27221,0.1759110250679295,0.5491223479499023
27222,0.1744487268771108,0.4908904776812549
27223,0.06246264444448674,0.6452593674072231
27224,0.2179490846809836,0.7336790250779116
27225,0.157029485710812,0.22136000898609545
27226,0.021890269707697,0.22732716715059895
27227,0.14960236361359888,0.3682337026947587
27228,0.46481146027132003,0.8637457414624308
27229,0.7754595350729374,0.9279588544237185
27230,0.20033373845400215,0.9737259835478087
27231,0.5145269338258015,0.8563939745816876
27232,0.11192220444416,0.5629294035172957
27233,0.32506219536122,0.15864679297611295
27234,0.04737948748712981,0.019882053672061816
27235,0.8738050610331306,0.9426835726627907
27236,0.12964133009988585,0.9311375813734991
27237,0.26937277463426346,0.44512310710119757
27238,0.2503215522540283,0.646083410238977
27239,0.4926568039484981,0.14564350752835906
27240,0.09073077767911168,0.4523804092817762
27241,0.08979469657574361,0.2711960230563751
27242,0.1447707584162896,0.5987845711410035
27243,0.04247938760110315,0.07907748112257819
27244,0.056951833817091374,0.1576419678428589
27245,0.10657093996066802,0.42311533062310164
27246,0.8310309823523515,0.9681007626289789
27247,0.19958446976174646,0.9426414495128306
27248,0.16538902011939507,0.7343622155296167
27249,0.09282102709456107,0.49380394833662256
27250,0.10759942659724184,0.2983872463818943
27251,0.07689668254310476,0.24422071553427702
27252,0.4178551340974105,0.7930134443507634
27253,0.08673363827407256,0.9134196444809641
27254,0.8945966119996087,0.970461336624408
27255,0.13634750050509692,0.2848143885751688
27256,0.57539446849939,0.9645860838847493
27257,0.3500411098659392,0.5286809899024477
27258,0.45013423612881714,0.7583701774042633
27259,0.6163043586702545,0.9065107821583955
27260,0.21207488198548635,0.6661399866813739
27261,0.10992481861405867,0.6101317065558104
27262,0.2361037414565925,0.6330555803817564
27263,0.10331174791736424,0.14534344574170396
27264,0.08465957788268559,0.11939880101595893
27265,0.050357553494882745,0.20503937572426675
27266,0.19170179091172138,0.4396446731016324
27267,0.23859322704561126,0.8873835517463705
27268,0.014471004307676533,0.13104079065384286
27269,0.7665422139848285,0.5218879007084416
27270,0.036720780309984456,0.07332225308160753
27271,0.04784372663413462,0.3433817823107839
27272,0.013995647995891427,0.3032289164545254
27273,0.056316387980841015,0.1614013284487351
27274,0.139723314186142,0.5372647960001138
27275,0.1905662387351207,0.36628951299233087
27276,0.01136077323794825,0.11138210206071064
27277,0.04941842998983303,0.8159715652486387
27278,0.14383545387235203,0.37559660408327344
27279,0.0878161582525763,0.23079270913594468
27280,0.20722704913960718,0.2889226978052149
27281,0.06373919807015671,0.2961563635859644
27282,0.06077038296935566,0.8348632049742799
27283,0.009152522215272524,0.05669543276095473
27284,0.18084201363677582,0.2802967276099057
27285,0.09954119574391916,0.35336177320175716
27286,0.051965453574435196,0.1541893390112915
27287,0.168016617995147,0.46915023011535306
27288,0.5481761515367457,0.7823337483207865
27289,0.27316484771357297,0.36619614130340505
27290,0.018623669807715983,0.07118241311139945
27291,0.721769003304778,0.8634034954536256
27292,0.0499839925736058,0.6765325774506968
27293,0.1214566406277391,0.9643667857949624
27294,0.013726911770077633,0.03375701517091727
27295,0.2578172759085539,0.8631576874472581
27296,0.06589427257758396,0.7095354730215566
27297,0.05230191687007544,0.6452695381650607
27298,0.09176948957769071,0.23212014217285923
27299,0.27017731310307175,0.7044434011149568
27300,0.1981091547245107,0.9551524765814042
27301,0.010641825802960454,0.04796696190409806
27302,0.13378575230694548,0.6364186424855457
27303,0.019784158859251163,0.08478416360925163
27304,0.08188038809265932,0.7661627314464182
27305,0.041362921759295936,0.0379199032320103
27306,0.18875411166206507,0.5696167270222878
27307,0.7462381778230113,0.7901559576791538
27308,0.15243009520351744,0.2731383995022945
27309,0.5503017714564865,0.9602548638293193
27310,0.04625032015970563,0.12171301943216278
27311,0.09349197586014303,0.10036714360734392
27312,0.06506894734751259,0.3423921038904451
27313,0.08955490112755052,0.15046217473341095
27314,0.04283486926511809,0.0520814795637023
27315,0.10273476865912189,0.3706760808661421
27316,0.3308309727612643,0.7458421761384614
27317,0.05547290299228624,0.09279310493070639
27318,0.23037991031429875,0.30287668740553536
27319,0.42680702399415865,0.8782645392192502
27320,0.3530312275682793,0.5749272363558651
27321,0.0503513782512805,0.56038960450726
27322,0.24436788213431834,0.09069574067452725
27323,0.09891039803798045,0.6019099443784748
27324,0.35982878781231054,0.5225115723141623
27325,0.7400296573719338,0.9366174979125546
27326,0.16955630673634173,0.630257522522328
27327,0.11893267282286997,0.2873184331605219
27328,0.18546837775374175,0.5424709767817412
27329,0.09392617230514833,0.22591966167354482
27330,0.012458292285442712,0.46179723517492965
27331,0.09574209690682477,0.25812557463288177
27332,0.1337701373438054,0.9278215671204532
27333,0.6382987902992423,0.8232887155538928
27334,0.04614216751873268,0.03940766234783108
27335,0.11741950013485904,0.0755134312278047
27336,0.06834771983337684,0.14004875419197768
27337,0.25681962782408685,0.7543674444679939
27338,0.22289991185459065,0.40742803001538097
27339,0.22200525888385125,0.21800634011547057
27340,0.018180745536707885,0.14946765251099292
27341,0.22229036172605754,0.6742071491227987
27342,0.021155904696346504,0.5088549010745975
27343,0.062008685550986105,0.16452432820576035
27344,0.2885911300641145,0.48517936784057336
27345,0.07270367665816274,0.3029040230302391
27346,0.7927639654144518,0.9618792035766637
27347,0.7317452913948054,0.9358253051922237
27348,0.11790327282202555,0.33169085364460904
27349,0.053998178285689744,0.17911199426582378
27350,0.20124973000664423,0.9335317439744607
27351,0.8129665180812202,0.8973872556529054
27352,0.0916076443379687,0.31468956372108464
27353,0.011080415218392687,0.12413632743490162
27354,0.1464351291031526,0.5157097241300066
27355,0.31157031988648376,0.4438365474586108
27356,0.22530158957094196,0.6060385211068745
27357,0.13504016835175178,0.3812862086034071
27358,0.18334179431027448,0.6759534071191441
27359,0.2974318369879323,0.7114341506674006
27360,0.13587049234884285,0.5156639359825766
27361,0.040544902508681306,0.9090987157934914
27362,0.21862078199845858,0.498855670532049
27363,0.15102191860112613,0.286459507235833
27364,0.06401725388227122,0.41609789911013406
27365,0.24273697767663,0.6307333657927243
27366,0.4620893459465112,0.5983067117130159
27367,0.3526004700753864,0.6982495155253166
27368,0.10302351176644338,0.5306103555311831
27369,0.05785178130613666,0.056086160348384095
27370,0.03120808139849946,0.8769545513399853
27371,0.28248415218497086,0.3506086612171064
27372,0.07131581337328455,0.2743121433738637
